Date,Incoming Calls,Answered Calls,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG)
2024-05-10,478.0,391.0,87.0,0:00:55,0:03:31,0:05:13
2024-05-11,,,,,,
2024-05-12,,,,,,
2024-05-13,295.0,279.0,16.0,0:00:22,0:02:53,0:02:57
2024-05-14,249.0,225.0,24.0,0:00:18,0:02:55,0:04:11
2024-05-15,308.0,227.0,81.0,0:00:48,0:03:19,0:05:42
2024-05-16,206.0,196.0,10.0,0:00:20,0:03:06,0:05:10
2024-05-17,255.0,215.0,40.0,0:00:40,0:02:58,0:24:51
2024-05-18,,,,,,
2024-05-19,,,,,,
2024-05-20,210.0,194.0,16.0,0:00:17,0:02:54,0:02:59
2024-05-21,39.0,38.0,1.0,0:00:04,0:02:21,0:01:02
2024-05-22,116.0,110.0,6.0,0:00:08,0:02:46,0:04:12
2024-05-23,344.0,308.0,36.0,0:00:27,0:02:50,0:04:11
2024-05-24,420.0,320.0,100.0,0:00:45,0:02:58,0:11:53
2024-05-25,,,,,,
2024-05-26,,,,,,
2024-05-27,,,,,,
2024-05-28,664.0,564.0,100.0,0:00:27,0:02:46,0:05:25
2024-05-29,756.0,592.0,164.0,0:00:55,0:02:53,0:07:29
2024-05-30,1291.0,718.0,573.0,0:01:52,0:03:09,0:11:06
2024-05-31,458.0,323.0,135.0,0:00:44,0:03:02,0:06:12
2024-06-01,,,,,,
2024-06-02,,,,,,
2024-06-03,511.0,429.0,82.0,0:00:34,0:03:09,0:04:12
2024-06-04,363.0,329.0,34.0,0:00:21,0:03:03,0:02:15
2024-06-05,347.0,302.0,45.0,0:00:24,0:02:50,0:05:10
2024-06-06,325.0,306.0,19.0,0:00:16,0:02:39,0:06:17
2024-06-07,298.0,282.0,16.0,0:00:18,0:02:37,0:02:45
2024-06-08,,,,,,
2024-06-09,,,,,,
2024-06-10,266.0,264.0,2.0,0:00:09,0:02:39,0:02:01
2024-06-11,242.0,238.0,4.0,0:00:09,0:02:45,0:02:30
2024-06-12,243.0,228.0,15.0,0:00:19,0:02:48,0:06:08
2024-06-13,281.0,269.0,12.0,0:00:08,0:02:43,0:03:07
2024-06-14,73.0,72.0,1.0,0:00:08,0:03:04,0:02:10
2024-06-15,,,,,,
2024-06-16,,,,,,
2024-06-17,322.0,255.0,67.0,0:00:45,0:02:55,0:04:50
2024-06-18,259.0,210.0,49.0,0:00:26,0:02:54,0:09:18
2024-06-19,,,,,,
2024-06-20,335.0,261.0,74.0,0:00:41,0:02:57,0:09:27
2024-06-21,293.0,265.0,28.0,0:00:11,0:03:00,0:05:42
2024-06-22,,,,,,
2024-06-23,,,,,,
2024-06-24,351.0,318.0,33.0,0:00:12,0:02:36,0:03:32
2024-06-25,333.0,285.0,48.0,0:00:32,0:02:45,0:09:39
2024-06-26,651.0,504.0,147.0,0:00:37,0:03:20,0:19:42
2024-06-27,959.0,631.0,328.0,0:01:23,0:03:42,0:12:04
2024-06-28,1247.0,610.0,637.0,0:01:46,0:03:12,0:25:51
2024-06-29,,,,,,
2024-06-30,,,,,,
2024-07-01,590.0,487.0,103.0,0:00:56,0:02:45,0:05:43
2024-07-02,404.0,323.0,81.0,0:00:46,0:03:08,0:08:16
2024-07-03,560.0,355.0,205.0,0:01:29,0:03:50,0:18:47
2024-07-04,,,,,,
2024-07-05,412.0,346.0,66.0,0:00:41,0:03:13,0:05:10
2024-07-06,,,,,,
2024-07-07,,,,,,
2024-07-08,363.0,323.0,40.0,0:00:32,0:03:08,0:07:14
2024-07-09,285.0,255.0,30.0,0:00:34,0:03:02,0:03:31
2024-07-10,260.0,247.0,13.0,0:00:25,0:02:57,0:04:12
2024-07-11,287.0,255.0,32.0,0:00:18,0:02:47,0:04:09
2024-07-12,255.0,240.0,15.0,0:00:18,0:02:41,0:06:11
2024-07-13,,,,,,
2024-07-14,,,,,,
2024-07-15,263.0,230.0,33.0,0:00:33,0:03:01,0:04:14
2024-07-16,295.0,282.0,13.0,0:00:23,0:02:39,0:02:38
2024-07-17,384.0,341.0,43.0,0:00:20,0:02:21,0:03:09
2024-07-18,198.0,182.0,16.0,0:00:28,0:02:37,0:02:54
2024-07-19,195.0,173.0,22.0,0:00:33,0:02:44,0:06:39
2024-07-20,,,,,,
2024-07-21,,,,,,
2024-07-22,223.0,214.0,9.0,0:00:18,0:02:57,0:06:12
2024-07-23,220.0,198.0,22.0,0:00:09,0:02:43,0:02:57
2024-07-24,205.0,197.0,8.0,0:00:17,0:02:40,0:03:50
2024-07-25,193.0,181.0,12.0,0:00:12,0:02:46,0:04:44
2024-07-26,179.0,157.0,22.0,0:00:17,0:02:51,0:04:08
2024-07-27,,,,,,
2024-07-28,,,,,,
2024-07-29,170.0,167.0,3.0,0:00:16,0:02:47,0:02:08
2024-07-30,155.0,147.0,8.0,0:00:21,0:03:02,0:03:47
2024-07-31,167.0,152.0,15.0,0:00:17,0:02:58,0:03:40
2024-08-01,155.0,143.0,12.0,0:00:19,0:03:05,0:03:15
2024-08-02,176.0,169.0,7.0,0:00:11,0:02:17,0:02:12
2024-08-03,,,,,,
2024-08-04,,,,,,
2024-08-05,57.0,55.0,2.0,0:00:12,0:02:35,0:02:07
2024-08-06,1016.0,644.0,372.0,0:01:14,0:02:05,0:11:12
2024-08-07,380.0,344.0,36.0,0:00:28,0:03:03,0:08:52
2024-08-08,269.0,245.0,24.0,0:00:31,0:03:05,0:03:21
2024-08-09,225.0,205.0,20.0,0:00:20,0:03:12,0:02:10
2024-08-10,,,,,,
2024-08-11,,,,,,
2024-08-12,225.0,195.0,30.0,0:00:28,0:02:45,0:03:06
2024-08-13,186.0,177.0,9.0,0:00:16,0:02:33,0:03:08
2024-08-14,209.0,172.0,37.0,0:00:34,0:02:53,0:05:06
2024-08-15,223.0,193.0,30.0,0:00:34,0:02:58,0:07:34
2024-08-16,206.0,194.0,12.0,0:00:16,0:02:52,0:03:06
2024-08-17,,,,,,
2024-08-18,,,,,,
2024-08-19,172.0,163.0,9.0,0:00:24,0:02:58,0:03:19
2024-08-20,194.0,166.0,28.0,0:00:46,0:02:59,0:09:20
2024-08-21,226.0,196.0,30.0,0:00:33,0:02:57,0:05:25
2024-08-22,308.0,241.0,67.0,0:00:49,0:03:11,0:06:52
2024-08-23,236.0,214.0,22.0,0:00:26,0:02:49,0:03:53
2024-08-24,,,,,,
2024-08-25,,,,,,
2024-08-26,27.0,25.0,2.0,0:00:08,0:02:34,0:02:04
2024-08-27,7.0,6.0,1.0,0:00:03,0:04:48,0:00:31
2024-08-28,174.0,144.0,30.0,0:00:33,0:02:36,0:08:31
2024-08-29,227.0,206.0,21.0,0:00:20,0:02:35,0:02:26
2024-08-30,172.0,160.0,12.0,0:00:28,0:03:01,0:05:10
2024-08-31,,,,,,
2024-09-01,,,,,,
2024-09-02,,,,,,
2024-09-03,224.0,206.0,18.0,0:00:30,0:02:54,0:04:23
2024-09-04,203.0,193.0,10.0,0:00:18,0:02:53,0:02:48
2024-09-05,199.0,163.0,36.0,0:00:36,0:03:12,0:05:12
2024-09-06,202.0,196.0,6.0,0:00:10,0:02:43,0:02:32
2024-09-07,,,,,,
2024-09-08,,,,,,
2024-09-09,231.0,206.0,25.0,0:00:29,0:03:01,0:04:26
2024-09-10,230.0,199.0,31.0,0:00:35,0:02:58,0:05:19
2024-09-11,206.0,193.0,13.0,0:00:33,0:02:39,0:05:21
2024-09-12,226.0,194.0,32.0,0:00:29,0:02:48,0:05:05
2024-09-13,175.0,154.0,21.0,0:00:34,0:03:09,0:03:06
2024-09-14,,,,,,
2024-09-15,,,,,,
2024-09-16,172.0,145.0,27.0,0:00:38,0:02:57,0:04:08
2024-09-17,163.0,142.0,21.0,0:00:33,0:02:44,0:09:18
2024-09-18,190.0,159.0,31.0,0:00:41,0:02:56,0:05:43
2024-09-19,156.0,146.0,10.0,0:00:28,0:02:49,0:03:27
2024-09-20,191.0,172.0,19.0,0:00:28,0:02:39,0:03:04
2024-09-21,,,,,,
2024-09-22,,,,,,
2024-09-23,154.0,140.0,14.0,0:00:21,0:02:58,0:06:40
2024-09-24,131.0,125.0,6.0,0:00:08,0:02:39,0:01:02
2024-09-25,191.0,187.0,4.0,0:00:18,0:02:33,0:02:53
2024-09-26,259.0,227.0,32.0,0:00:33,0:02:57,0:04:35
2024-09-27,218.0,188.0,30.0,0:00:30,0:02:52,0:05:10
2024-09-28,,,,,,
2024-09-29,,,,,,
2024-09-30,168.0,154.0,14.0,0:00:28,0:02:56,0:03:16
2024-10-01,194.0,172.0,22.0,0:00:21,0:02:40,0:03:23
2024-10-02,173.0,157.0,16.0,0:00:19,0:02:34,0:02:07
2024-10-03,158.0,124.0,34.0,0:00:50,0:03:04,0:06:01
2024-10-04,188.0,158.0,30.0,0:00:33,0:02:52,0:05:10
2024-10-05,14.0,14.0,0.0,0:00:15,0:03:43,0:01:32
2024-10-06,18.0,18.0,0.0,0:00:03,0:02:56,0:00:06
2024-10-07,161.0,148.0,13.0,0:00:22,0:02:36,0:03:15
2024-10-08,144.0,134.0,10.0,0:00:22,0:02:51,0:05:10
2024-10-09,199.0,175.0,24.0,0:00:29,0:02:47,0:04:11
2024-10-10,202.0,150.0,52.0,0:00:37,0:02:47,0:04:17
2024-10-11,395.0,362.0,33.0,0:00:31,0:02:50,0:05:46
2024-10-12,244.0,205.0,39.0,0:00:29,0:02:18,0:05:10
2024-10-13,29.0,28.0,1.0,0:00:09,0:02:28,0:01:05
2024-10-14,30.0,29.0,1.0,0:00:19,0:02:30,0:02:31
2024-10-15,289.0,273.0,16.0,0:00:16,0:02:20,0:03:06
2024-10-16,492.0,380.0,112.0,0:00:39,0:02:08,0:07:58
2024-10-17,286.0,230.0,56.0,0:00:40,0:02:52,0:06:13
2024-10-18,175.0,163.0,12.0,0:00:17,0:02:46,0:02:44
2024-10-19,,,,,,
2024-10-20,,,,,,
2024-10-21,177.0,153.0,24.0,0:00:29,0:02:46,0:03:06
2024-10-22,37.0,27.0,10.0,0:00:36,0:02:55,0:03:57
2024-10-23,189.0,171.0,18.0,0:00:27,0:02:49,0:03:28
2024-10-24,162.0,149.0,13.0,0:00:23,0:02:47,0:04:52
2024-10-25,236.0,215.0,21.0,0:00:22,0:02:34,0:08:08
2024-10-26,,,,,,
2024-10-27,,,,,,
2024-10-28,170.0,155.0,15.0,0:00:26,0:03:18,0:03:08
2024-10-29,333.0,301.0,32.0,0:00:23,0:02:29,0:06:59
2024-10-30,239.0,208.0,31.0,0:00:20,0:02:44,0:05:18
2024-10-31,37.0,34.0,3.0,0:00:14,0:02:16,0:03:44
2024-11-01,188.0,167.0,21.0,0:00:18,0:02:43,0:06:12
2024-11-02,,,,,,
2024-11-03,,,,,,
2024-11-04,162.0,152.0,10.0,0:00:23,0:02:28,0:02:52
2024-11-05,150.0,144.0,6.0,0:00:15,0:02:46,0:03:01
2024-11-06,180.0,167.0,13.0,0:00:22,0:02:42,0:05:24
2024-11-07,226.0,210.0,16.0,0:00:21,0:03:00,0:04:47
2024-11-08,277.0,273.0,4.0,0:00:10,0:02:00,0:02:03
2024-11-09,,,,,,
2024-11-10,,,,,,
2024-11-11,,,,,,
2024-11-12,150.0,144.0,6.0,0:00:28,0:02:47,0:03:48
2024-11-13,147.0,147.0,0.0,0:00:11,0:02:51,0:02:03
2024-11-14,141.0,134.0,7.0,0:00:19,0:02:44,0:08:19
2024-11-15,179.0,163.0,16.0,0:00:19,0:02:35,0:07:16
2024-11-16,,,,,,
2024-11-17,,,,,,
2024-11-18,148.0,140.0,8.0,0:00:12,0:02:48,0:02:11
2024-11-19,128.0,122.0,6.0,0:00:21,0:02:48,0:02:07
2024-11-20,142.0,135.0,7.0,0:00:17,0:02:27,0:04:08
2024-11-21,213.0,181.0,32.0,0:00:38,0:02:39,0:04:08
2024-11-22,181.0,163.0,18.0,0:00:33,0:02:54,0:04:58
2024-11-23,,,,,,
2024-11-24,,,,,,
2024-11-25,173.0,161.0,12.0,0:00:16,0:02:35,0:06:14
2024-11-26,200.0,196.0,4.0,0:00:09,0:02:51,0:02:01
2024-11-27,167.0,157.0,10.0,0:00:24,0:02:40,0:01:54
2024-11-28,,,,,,
2024-11-29,,,,,,
2024-11-30,,,,,,
2024-12-01,,,,,,
2024-12-02,201.0,179.0,22.0,0:00:27,0:02:41,0:09:40
2024-12-03,190.0,181.0,9.0,0:00:19,0:02:59,0:02:44
2024-12-04,231.0,219.0,12.0,0:00:30,0:03:15,0:06:25
2024-12-05,257.0,235.0,22.0,0:00:27,0:02:56,0:03:52
2024-12-06,596.0,521.0,75.0,0:00:29,0:02:16,0:04:21
2024-12-07,,,,,,
2024-12-08,,,,,,
2024-12-09,525.0,499.0,26.0,0:00:23,0:01:36,0:03:04
2024-12-10,334.0,309.0,25.0,0:00:21,0:03:19,0:06:32
2024-12-11,300.0,288.0,12.0,0:00:13,0:03:20,0:04:03
2024-12-12,295.0,287.0,8.0,0:00:14,0:03:28,0:03:19
2024-12-13,262.0,253.0,9.0,0:00:10,0:03:03,0:05:48
2024-12-14,,,,,,
2024-12-15,,,,,,
2024-12-16,342.0,327.0,15.0,0:00:21,0:01:55,0:03:46
2024-12-17,288.0,280.0,8.0,0:00:13,0:03:05,0:01:56
2024-12-18,271.0,257.0,14.0,0:00:16,0:03:04,0:03:49
2024-12-19,271.0,261.0,10.0,0:00:12,0:03:06,0:04:29
2024-12-20,287.0,273.0,14.0,0:00:12,0:03:14,0:02:53
2024-12-21,,,,,,
2024-12-22,,,,,,
2024-12-23,234.0,225.0,9.0,0:00:13,0:03:02,0:01:57
2024-12-24,,,,,,
2024-12-25,,,,,,
2024-12-26,267.0,265.0,2.0,0:00:05,0:02:59,0:01:13
2024-12-27,232.0,224.0,8.0,0:00:11,0:02:56,0:02:54
2024-12-28,,,,,,
2024-12-29,,,,,,
2024-12-30,282.0,273.0,9.0,0:00:11,0:03:02,0:03:21
2024-12-31,401.0,387.0,14.0,0:00:11,0:02:51,0:02:25
2025-01-01,,,,,,
2025-01-02,291.0,281.0,10.0,0:00:07,0:03:03,0:01:00
2025-01-03,230.0,227.0,3.0,0:00:08,0:03:06,0:01:12
2025-01-04,,,,,,
2025-01-05,,,,,,
2025-01-06,251.0,238.0,13.0,0:00:11,0:02:42,0:01:58
2025-01-07,354.0,328.0,26.0,0:00:28,0:02:31,0:02:28
2025-01-08,372.0,306.0,66.0,0:00:27,0:02:26,0:06:41
2025-01-09,263.0,256.0,7.0,0:00:13,0:02:50,0:02:54
2025-01-10,304.0,288.0,16.0,0:00:21,0:02:56,0:02:59
2025-01-11,305.0,268.0,37.0,0:00:28,0:02:49,0:02:58
2025-01-12,50.0,49.0,1.0,0:00:24,0:02:55,0:02:08
2025-01-13,287.0,273.0,14.0,0:00:21,0:02:49,0:03:30
2025-01-14,77.0,75.0,2.0,0:00:09,0:02:43,0:02:10
2025-01-15,334.0,321.0,13.0,0:00:17,0:02:58,0:03:34
2025-01-16,285.0,266.0,19.0,0:00:22,0:03:10,0:08:12
2025-01-17,257.0,248.0,9.0,0:00:14,0:03:00,0:03:52
2025-01-18,177.0,176.0,1.0,0:00:12,0:02:37,0:01:45
2025-01-19,27.0,24.0,3.0,0:00:13,0:02:15,0:01:08
2025-01-20,307.0,305.0,2.0,0:00:09,0:03:01,0:01:42
2025-01-21,589.0,577.0,12.0,0:00:10,0:02:08,0:01:56
2025-01-22,271.0,265.0,6.0,0:00:07,0:02:44,0:01:56
2025-01-23,309.0,297.0,12.0,0:00:14,0:02:59,0:02:55
2025-01-24,242.0,238.0,4.0,0:00:06,0:02:42,0:01:55
2025-01-25,196.0,182.0,14.0,0:00:12,0:02:57,0:01:36
2025-01-26,21.0,21.0,0.0,0:00:12,0:03:07,0:01:34
2025-01-27,291.0,288.0,3.0,0:00:07,0:02:46,0:01:24
2025-01-28,523.0,479.0,44.0,0:00:26,0:02:40,0:03:31
2025-01-29,453.0,447.0,6.0,0:00:06,0:02:04,0:03:52
2025-01-30,375.0,375.0,0.0,0:00:05,0:02:13,0:01:05
2025-01-31,309.0,287.0,22.0,0:00:19,0:02:15,0:04:50
2025-02-01,242.0,235.0,7.0,0:00:15,0:02:40,0:01:57
2025-02-02,34.0,34.0,0.0,0:00:18,0:03:01,0:02:08
2025-02-03,250.0,238.0,12.0,0:00:19,0:02:43,0:04:33
2025-02-04,326.0,307.0,19.0,0:00:13,0:02:42,0:03:28
2025-02-05,260.0,257.0,3.0,0:00:10,0:02:29,0:01:42
2025-02-06,317.0,311.0,6.0,0:00:10,0:02:41,0:02:54
2025-02-07,60.0,59.0,1.0,0:00:03,0:02:41,0:01:55
2025-02-08,270.0,251.0,19.0,0:00:19,0:02:27,0:07:44
2025-02-09,30.0,29.0,1.0,0:00:08,0:02:00,0:00:46
2025-02-10,248.0,238.0,10.0,0:00:13,0:02:35,0:02:54
2025-02-11,378.0,365.0,13.0,0:00:15,0:03:00,0:03:30
2025-02-12,318.0,306.0,12.0,0:00:13,0:02:55,0:01:58
2025-02-13,311.0,304.0,7.0,0:00:07,0:02:51,0:01:40
2025-02-14,342.0,327.0,15.0,0:00:23,0:02:55,0:02:34
2025-02-15,309.0,289.0,20.0,0:00:24,0:02:43,0:05:04
2025-02-16,40.0,40.0,0.0,0:00:05,0:02:46,0:00:51
2025-02-17,379.0,370.0,9.0,0:00:11,0:02:52,0:02:36
2025-02-18,425.0,416.0,9.0,0:00:14,0:02:54,0:03:41
2025-02-19,356.0,353.0,3.0,0:00:05,0:02:48,0:01:04
2025-02-20,322.0,308.0,14.0,0:00:10,0:02:33,0:03:24
2025-02-21,353.0,341.0,12.0,0:00:11,0:02:50,0:01:49
2025-02-22,85.0,83.0,2.0,0:00:13,0:02:47,0:03:44
2025-02-23,44.0,43.0,1.0,0:00:09,0:02:33,0:03:52
2025-02-24,393.0,363.0,30.0,0:00:19,0:03:06,0:02:54
2025-02-25,283.0,280.0,3.0,0:00:06,0:03:05,0:01:49
2025-02-26,241.0,238.0,3.0,0:00:05,0:02:55,0:03:16
2025-02-27,281.0,273.0,8.0,0:00:09,0:02:46,0:03:38
2025-02-28,298.0,273.0,25.0,0:00:26,0:03:16,0:02:44
2025-03-01,298.0,246.0,52.0,0:00:27,0:03:04,0:04:44
2025-03-02,32.0,32.0,0.0,0:00:06,0:02:43,0:01:10
2025-03-03,271.0,263.0,8.0,0:00:12,0:02:52,0:02:00
2025-03-04,212.0,208.0,4.0,0:00:08,0:02:43,0:02:34
2025-03-05,247.0,238.0,9.0,0:00:07,0:02:53,0:03:48
2025-03-06,194.0,190.0,4.0,0:00:08,0:02:43,0:03:34
2025-03-07,179.0,176.0,3.0,0:00:06,0:02:44,0:01:43
2025-03-08,67.0,65.0,2.0,0:00:09,0:02:36,0:01:59
2025-03-09,27.0,27.0,0.0,0:00:09,0:02:27,0:01:33
2025-03-10,191.0,183.0,8.0,0:00:09,0:02:38,0:02:54
2025-03-11,214.0,205.0,9.0,0:00:10,0:02:38,0:05:02
2025-03-12,208.0,205.0,3.0,0:00:04,0:02:36,0:02:53
2025-03-13,166.0,165.0,1.0,0:00:08,0:02:41,0:03:31
2025-03-14,170.0,161.0,9.0,0:00:18,0:02:52,0:03:37
2025-03-15,176.0,167.0,9.0,0:00:10,0:02:29,0:03:52
2025-03-16,43.0,43.0,0.0,0:00:04,0:02:42,0:00:29
2025-03-17,24.0,24.0,0.0,0:00:03,0:02:46,0:00:03
2025-03-18,26.0,26.0,0.0,0:00:05,0:02:52,0:00:58
2025-03-19,42.0,41.0,1.0,0:00:03,0:02:41,0:00:03
2025-03-20,37.0,36.0,1.0,0:00:05,0:02:24,0:04:50
2025-03-21,60.0,60.0,0.0,0:00:05,0:03:07,0:01:01
2025-03-22,82.0,81.0,1.0,0:00:03,0:02:24,0:00:58
2025-03-23,31.0,31.0,0.0,0:00:06,0:02:20,0:01:01
2025-03-24,179.0,171.0,8.0,0:00:16,0:02:43,0:02:06
2025-03-25,184.0,175.0,9.0,0:00:13,0:02:27,0:04:38
2025-03-26,39.0,37.0,2.0,0:00:03,0:02:53,0:00:58
2025-03-27,170.0,167.0,3.0,0:00:12,0:02:24,0:02:50
2025-03-28,182.0,168.0,14.0,0:00:12,0:02:46,0:04:29
2025-03-29,24.0,24.0,0.0,0:00:04,0:02:36,0:00:21
2025-03-30,7.0,7.0,0.0,0:00:33,0:02:39,0:01:33
2025-03-31,181.0,181.0,0.0,0:00:12,0:02:47,0:01:29
2025-04-01,209.0,206.0,3.0,0:00:05,0:02:42,0:00:58
2025-04-02,180.0,179.0,1.0,0:00:04,0:02:28,0:01:02
2025-04-03,224.0,203.0,21.0,0:00:12,0:02:43,0:02:55
2025-04-04,255.0,248.0,7.0,0:00:10,0:02:48,0:03:07
2025-04-05,637.0,577.0,60.0,0:00:41,0:02:39,0:05:20
2025-04-06,168.0,159.0,9.0,0:00:18,0:03:10,0:03:55
2025-04-07,608.0,554.0,54.0,0:00:25,0:02:35,0:04:50
2025-04-08,304.0,300.0,4.0,0:00:07,0:02:35,0:02:55
2025-04-09,268.0,260.0,8.0,0:00:08,0:02:56,0:01:54
2025-04-10,287.0,281.0,6.0,0:00:11,0:02:40,0:02:54
2025-04-11,196.0,192.0,4.0,0:00:13,0:02:43,0:02:06
2025-04-12,191.0,189.0,2.0,0:00:11,0:03:00,0:02:34
2025-04-13,60.0,60.0,0.0,0:00:06,0:01:58,0:00:59
2025-04-14,216.0,207.0,9.0,0:00:10,0:02:40,0:01:44
2025-04-15,222.0,213.0,9.0,0:00:08,0:02:35,0:01:47
2025-04-16,202.0,193.0,9.0,0:00:03,0:02:46,0:00:58
2025-04-17,205.0,202.0,3.0,0:00:05,0:02:48,0:01:09
2025-04-18,202.0,194.0,8.0,0:00:14,0:02:44,0:02:29
2025-04-19,141.0,132.0,9.0,0:00:07,0:01:51,0:01:56
2025-04-20,29.0,28.0,1.0,0:00:13,0:03:09,0:01:47
2025-04-21,403.0,372.0,31.0,0:00:21,0:02:51,0:04:13
2025-04-22,256.0,249.0,7.0,0:00:15,0:03:01,0:02:09
2025-04-23,284.0,278.0,6.0,0:00:17,0:02:38,0:01:59
2025-04-24,231.0,222.0,9.0,0:00:21,0:02:46,0:02:45
2025-04-25,185.0,183.0,2.0,0:00:10,0:03:15,0:01:20
2025-04-26,,,,,,
2025-04-27,,,,,,
2025-04-28,230.0,228.0,2.0,0:00:07,0:02:47,0:01:01
2025-04-29,233.0,224.0,9.0,0:00:12,0:02:51,0:01:34
2025-04-30,238.0,231.0,7.0,0:00:11,0:03:01,0:01:59
2025-05-01,42.0,39.0,3.0,0:00:17,0:02:51,0:01:40
2025-05-02,215.0,211.0,4.0,0:00:06,0:03:06,0:02:54
2025-05-03,,,,,,
2025-05-04,,,,,,
2025-05-05,336.0,322.0,14.0,0:00:17,0:02:56,0:02:18
2025-05-06,238.0,225.0,13.0,0:00:13,0:02:53,0:01:56
2025-05-07,186.0,182.0,4.0,0:00:08,0:02:38,0:02:10
2025-05-08,203.0,197.0,6.0,0:00:13,0:02:33,0:01:56
2025-05-09,185.0,182.0,3.0,0:00:08,0:02:49,0:02:33
2025-05-10,,,,,,
2025-05-11,,,,,,
2025-05-12,204.0,195.0,9.0,0:00:08,0:02:38,0:08:34
2025-05-13,296.0,292.0,4.0,0:00:04,0:02:40,0:00:58
2025-05-14,235.0,223.0,12.0,0:00:09,0:02:47,0:01:46
2025-05-15,198.0,194.0,4.0,0:00:08,0:02:42,0:01:43
2025-05-16,181.0,179.0,2.0,0:00:04,0:02:39,0:00:48
2025-05-17,,,,,,
2025-05-18,,,,,,
2025-05-19,199.0,181.0,18.0,0:00:14,0:02:37,0:02:36
2025-05-20,176.0,172.0,4.0,0:00:16,0:02:30,0:02:56
2025-05-21,223.0,209.0,14.0,0:00:12,0:02:42,0:02:50
2025-05-22,197.0,191.0,6.0,0:00:14,0:02:51,0:05:54
2025-05-23,212.0,202.0,10.0,0:00:15,0:02:46,0:02:54
2025-05-24,,,,,,
2025-05-25,,,,,,
2025-05-26,,,,,,
2025-05-27,203.0,195.0,8.0,0:00:11,0:02:47,0:01:52
2025-05-28,192.0,184.0,8.0,0:00:07,0:02:50,0:01:56
2025-05-29,212.0,209.0,3.0,0:00:10,0:02:51,0:01:45
2025-05-30,211.0,203.0,8.0,0:00:12,0:03:22,0:03:52
2025-05-31,,,,,,
